[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 今天这场对话让我感受到了一种冰冻解风后的人间烟火气息
[05:49:08] 这个这个这个这个大船的
[05:49:11] 舵手是一个有格局热爱生活的人
[05:49:15] 然后对还有一个很有趣的例子
[05:49:17] 我们接下来3月也许这个节目播出的时候
[05:49:20] 我们还有另外一篇paper要放出来啊
[05:49:22] 这个paper叫
[05:49:23] 啊
[05:49:24] 这个电影叫叫solaris
[05:49:26] 叫索拉里斯星
[05:49:27] 这个东西其实是一个科幻小说
[05:49:29] 呃莱姆的一个小说
[05:49:30] 然后后来被塔古斯基改编成一个电影啊
[05:49:33] 然后我们之所以取这个名字是因为我们在做一个所谓的这种video
[05:49:38] video生成的模型
[05:49:39] 然后这个电影讲的事情也是说啊
[05:49:42] 有一片海洋
[05:49:43] 这个海洋可以读取人的潜意识里的记忆
[05:49:46] 最后把一些东西具象化生成出来啊
[05:49:49] 然后然后这件事情我觉得非常好玩
[05:49:52] 然后当然当然他股司机
[05:49:53] 在他那部电影里面讲的事情是说
[05:49:55] 其实我们最大的敌人不是什么外星文明
[05:49:59] 或者这些不不可知的这些海洋
[05:50:01] 其实是人自己是人自己的苦难和自己的记忆啊
[05:50:07] 呃所以这片海洋只是人对自己的投射而已
[05:50:11] 我想提这件事情是说
[05:50:12] 我觉得这个这个这个电影跟lm发生的事情也太像
[05:50:17] 我觉得lm其实可能没有在理解人
[05:50:20] 他只是人的一个投射
[05:50:22] 只是一个反射而已啊
[05:50:24] 但但我想说跟样的关系
[05:50:26] 是在于我有一天跟他讲说哎
[05:50:28] 我们这个paper
[05:50:29] 你觉得叫这个名字怎么样
[05:50:30] 然后我想看他知不知道这个电影
[05:50:33] 然后他说哎
[05:50:34] 你知道这是一个电影的名字吗
[05:50:36] 我说对啊
[05:50:37] 我我就是因为这个取的这个名字啊
[05:50:39] 他问我说那你用的
[05:50:41] 你看的是哪一部啊
[05:50:43] 是19775年的一部
[05:50:45] 还是200几年的一部
[05:50:47] 对我觉得哦
[05:50:48] 我找对人了对是塔克夫斯基拍的
[05:50:50] 还是这个索伦伯格拍的对吧
[05:50:51] 然后哈哈哈
[05:50:52] 我说OK
[05:50:54] 我觉得嗯我不光research服你
[05:50:56] 我在我在电影上好像你也比我懂得多啊
[05:51:00] 我觉得我觉得对
[05:51:02] 我觉得这是这是一点啊
[05:51:04] 蛮有趣的啊
[05:51:06] 可能对很多人都不重要
[05:51:07] 但对我个人来说蛮重要的一个一个一个人格魅力的体现吧
[05:51:13] 有一个中国的投资人曾经跟我说过
[05:51:16] 所有含着金汤石出身的创业都没有成功的
[05:51:20] 几乎没有吧
[05:51:21] 你怎么看
[05:51:22] 呃不懂什么叫金汤石
[05:51:24] 融资金额巨大
[05:51:26] I see
[05:51:27] 非常的有名作为Founder
[05:51:29] 就是已经功成名就
[05:51:31] 而且是非常高的功成名就
[05:51:33] 嗯
[05:51:34] 呃我们没有含着金汤石
[05:51:36] 就像我说我们是完全一个草
[05:51:38] 不说草台班子吧
[05:51:40] 是一个草根联盟的一个创业模式啊
[05:51:43] 那困怎么可能会是草根呢
[05:51:45] 样的草
[05:51:46] 样的不是草根
[05:51:48] 但他现在在整个AI的行业或者在互联网上呢
[05:51:52] 包括在投资人面前
[05:51:54] 呃很多时候是一半支持一半反对的
[05:51:59] 我不知道这个比例是多少
[05:52:00] 但总归是他不是众星捧月的那种英雄
[05:52:04] 他是一个呃坚守自己
[05:52:07] 然后呃在永远尝试做下一件事情
[05:52:12] 但这件事情还没有做成功的这么一个人
[05:52:15] 嗯
[05:52:16] 对吧
[05:52:17] 然后我觉得这件事情
[05:52:18] 嗯
[05:52:19] 导致我们不是汉制经常事务
[05:52:20] 我们没有经常事务
[05:52:21] 我们完全没有这种感觉
[05:52:22] 我觉得我们是一个underdog
[05:52:24] underdog就是就是我们其实
[05:52:27] 是在是在某种这种行业的压迫下生存的这样一个公司
[05:52:32] 对吧
[05:52:33] 你们所有人都在
[05:52:34] 不是没有反而在
[05:52:35] 真的那那我们可能会有很多的融资
[05:52:37] 但比起LM现在撬动的资源来看
[05:52:41] 这简直对吧
[05:52:42] 我不知道是百分之几
[05:52:43] 差太远
[05:52:44] 你们融资难吗
[05:52:46] 呃呃有样在这确实不难
[05:52:49] 对啊
[05:52:50] 但是对吧
[05:52:51] 我觉得我觉得呃sit wrong也只是sit wrong
[05:52:54] 我觉得要看后面
[05:52:55] 对吧
[05:52:56] 然后我觉得要看后面呢
[05:52:57] 还是说我们到底能不能deliver我们这个mission
[05:52:59] 我们能不能把这个research的breakthrough做出来
[05:53:02] 我觉得这才是对我们来说最关键的事情
[05:53:04] 啊
[05:53:05] 但反正我会觉得我非常enjoy这种underdog的这种身份
[05:53:09] 尤其作为一个创业者啊
[05:53:11] 因为我觉得啊
[05:53:13] 我觉得做research也是一样
[05:53:15] 你们越不相信我
[05:53:16] 我越happy
[05:53:17] 你有感受到谁在这边
[05:53:18] 你有感受到谁对你的不相信
[05:53:20] 在开始创业之后
[05:53:22] 呃我觉得很多人啊
[05:53:23] 很多投资人的feedback
[05:53:25] 不相信更多还是相信更多
[05:53:27] 呃我不知道比例是怎么样
[05:53:29] 我们有很多很多人相信我们
[05:53:31] 我们有很多人不相信我们
[05:53:33] 我们很多的人或者在硅谷里面大部分人不相信我们
[05:53:36] 在世界的其他地方大部分人相信我们
[05:53:38] 所以综合起来我不知道
[05:53:40] 啊
[05:53:41] 呃
[05:53:42] 但没关系
[05:53:43] 对我觉得
[05:53:44] 我最期望看到的事情就是说
[05:53:46] 对吧
[05:53:47] 你们可以不相信我们
[05:53:48] 但那我们就let's see对吧
[05:53:50] 这个啊
[05:53:51] 这条路
[05:53:52] 我现在已经all in了啊
[05:53:55] 你跟不跟
[05:53:56] 嗯
[05:54:01] 是的
[05:54:02] 你觉得创业跟你做research有什么不一样
[05:54:05] 我觉得有很多相似的地方
[05:54:06] 然后但也有很多不同的地方
[05:54:08] 嗯
[05:54:09] 我觉得创业的话还是小学划雪嘛
[05:54:12] 我不会
[05:54:13] 不会是吗
[05:54:14] 我不喜欢运动
[05:54:15] 我我以前也不会划
[05:54:16] 但我最近也不喜欢
[05:54:17] 因为划雪我觉得我还受到蛮多的这个这个感受的
[05:54:22] 我觉得第一是划雪是一个讲求平衡的运动
[05:54:26] 你掌握了平衡你才能划得起来
[05:54:28] 第二是你要无所畏惧的把自己的肩膀朝向山下啊
[05:54:35] 我觉得这件事情太这个反直觉了
[05:54:38] 就人总是害怕的
[05:54:40] 人你面对山下的这个坡度的时候
[05:54:42] 你总是想要往回靠嗯
[05:54:44] 反本能对
[05:54:45] 然后你反本能
[05:54:46] 然后你一旦从跟从你的本能做事情
[05:54:49] 你向后倒
[05:54:50] 那你就完全失控
[05:54:51] 然后完全摔倒
[05:54:52] 嗯对吧
[05:54:53] 你只有完全不具备这个这个你你只有足够勇气
[05:54:57] 然后不害怕任何事情
[05:54:58] 然后把自己的肩膀向朝向山下的时候
[05:55:01] 你反而变得更稳定
[05:55:02] 对吧
[05:55:03] 然后你反而你更能控制你的速度
[05:55:05] 所以这个我有一句话我很喜欢的
[05:55:09] 这个这个可能是这个哪里的周周里面的动漫里面的周周彼斯尔的弯曲啊
[05:55:15] 他讲人类的赞格就是勇气的赞格
[05:55:18] 嗯
[05:55:19] 我觉得这也是我的一个对于创业的认知
[05:55:23] 我觉得我觉得需要勇气
[05:55:25] 但你刚刚问这件事情在学校是不是也是一样
[05:55:29] 我觉得他需要更多的勇气
[05:55:31] 但我在学校做的很多这些决定
[05:55:34] 嗯
[05:55:35] 我觉得我觉得也是一个蛮有勇气的决定
[05:55:38] 对吧
[05:55:39] 然后并且还有一句话是这个
[05:55:44] 嗯
[05:55:45] 我觉得你永远不会独行吧
[05:55:47] 嗯
[05:55:48] 我觉得我觉得会有很多的人帮你一起
[05:55:50] 好
[05:55:51] 也正是因为你有身边的人
[05:55:52] 所以你才变得更加勇敢
[05:55:54] 嗯
[05:55:57] 你刚才说了你对瑞士的taste
[05:55:59] 你觉得你对人的taste怎么样
[05:56:04] 首先我不觉得应该对人有什么taste
[05:56:07] 我觉得对人的taste这件事情好像还是一个居高临下的说法
[05:56:12] 嗯
[05:56:14] 我觉得
[05:56:15] 识人能力怎么样
[05:56:17] 我换一个说法
[05:56:18] 是
[05:56:19] 但我觉得这也是一个相互的过程
[05:56:21] 嗯
[05:56:22] 我觉得
[05:56:23] again
[05:56:24] 我觉得是有某种吸引力把能够一起公示的人聚拢到一起
[05:56:30] 然后我们只需要遵循着这样的吸引力去找到这些人
[05:56:35] 跟他们在一起就好
[05:56:37] 我好像不会
[05:56:39] 当然也会有一些具体的这些这些这些这些metric的吧
[05:56:43] 我们当然有一些比如我们现在要面试
[05:56:45] 我也不能说那个你不用面试了
[05:56:48] 嗯
[05:56:49] 我有一套玄学逻辑可以用来招人
[05:56:52] 我觉得也不现实
[05:56:53] 嗯
[05:56:54] 但确实我会比较在乎
[05:56:56] 嗯
[05:56:57] 一些事情吧
[05:56:58] 我觉得我会在乎
[05:57:00] 你到底是不是真的
[05:57:03] 有这种想要解决一个问题
[05:57:05] 想要去理解一件事情的
[05:57:07] 这样的勇气和这样的执着
[05:57:10] 我觉得这件事情对于research
[05:57:12] 对创业来说都是很重要
[05:57:14] 然后我招学生其实也会也会需要有这样的
[05:57:18] 对
[05:57:19] 能能够看到这样的比就是这样这样的
[05:57:22] 这样的性格的人
[05:57:23] 嗯
[05:57:24] 然后
[05:57:26] 对就这个到底是什么意思呢
[05:57:28] 就是在最入座
[05:57:29] 所以是叫多来讲就是说
[05:57:31] 你现在如果有一个问题摆在你面前
[05:57:33] 啊
[05:57:34] 这件事情也是凯明跟我说的
[05:57:36] 应该是
[05:57:37] 他讲说
[05:57:40] 你一天
[05:57:41] 起床
[05:57:42] 要想这个问题
[05:57:43] 吃饭的时候要想这个问题
[05:57:45] 洗澡的时候要想这个问题
[05:57:48] 啊
[05:57:49] 睡觉的时候可能可以不用想
[05:57:51] 那可能带着这个问题睡觉
[05:57:52] 就你到底有没有这样的
[05:57:54] 这样的这样的这样的爬审对吧
[05:57:57] 这样的热情
[05:57:58] 去一直思考这个问题
[05:58:00] 还是你只是把这件事情当做一个工作来看待
[05:58:03] 我觉得这件事情
[05:58:05] 嗯
[05:58:06] 我觉得我觉得是一个可以区分人与人的的一个一个标识
[05:58:10] 嗯
[05:58:11] 你现在有这个问题吗
[05:58:13] 嗯
[05:58:14] 什么样的问题
[05:58:15] 嗯
[05:58:16] 就是每天带着他的问题
[05:58:17] 有啊
[05:58:19] 那当然有了
[05:58:20] 但我现在问题是这也是为什么我觉得
[05:58:22] 呃
[05:58:23] 在在
[05:58:24] 呃
[05:58:25] 在学校
[05:58:26] 我觉得待时间久了
[05:58:27] 啊
[05:58:28] 有点难
[05:58:29] 因为在学校里面其实做一个发挥力
[05:58:31] 你需要做各种各样的
[05:58:32] 我们叫contact switching
[05:58:33] 就是你需要切换这种上下文
[05:58:35] 对吧
[05:58:36] 因为有好多这种趴下要要
[05:58:38] 要管理
[05:58:39] 然后要一起合作
[05:58:40] 嗯
[05:58:41] 我觉得在创业公司还是蛮好的
[05:58:43] 我现在可以focus
[05:58:44] 一件事情
[05:58:45] 我可以想啊
[05:58:46] 我们到底应该组建什么样的团队
[05:58:48] 这个团队需要什么样的人
[05:58:50] 我们应该在接下来一个月三个月六个月一年
[05:58:53] 解决什么样的问题
[05:58:55] 嗯
[05:58:56] 这件事情
[05:58:57] 我可能想的不对
[05:58:58] 但没关系
[05:58:59] 啊
[05:59:00] 只要整个这个team
[05:59:02] 齐心协力
[05:59:03] 对吧
[05:59:04] 大家可以fail together
[05:59:06] pivot together
[05:59:07] 啊
[05:59:08] 那我觉得这个问题
[05:59:09] 啊
[05:59:10] 那我觉得这个公司不会不会失败
[05:59:12] 对我不能保证
[05:59:14] 我现在每一个设想都是对的
[05:59:17] 我觉得样可能也没法保证
[05:59:19] 嗯
[05:59:20] 但我我还是相信人啊
[05:59:21] 像你说的
[05:59:22] 我还是相信把这些人啊
[05:59:25] 有理想有热情
[05:59:27] 然后想要想要闯闯一番新的天地的人聚合到一起
[05:59:31] 一定能做出来一个一个了不起的事情
[05:59:34] 你是当场就答应他了吗
[05:59:36] 了困啊
[05:59:37] 没有没有没有这个中间的隔了很长一长的时间
[05:59:38] 也不是样第一个找的我
[05:59:39] 反正后来呃样来负责recruit这个团队
[05:59:40] 那他也要思考说每一个人到底应该有什么样的角色
[05:59:41] 嗯
[05:59:42] 对
[05:59:43] 我觉得后来我们一起在讨论一起在协商
[05:59:44] 而且啊
[05:59:45] 我觉得是一个蛮长期的一个过程吧
[05:59:46] 然后我觉得大家最后都找到了合适自己的位置
[05:59:47] 你纠结了多久啊
[05:59:48] 就是从他第一次告诉你
[05:59:49] 啊
[05:59:50] 就接了可能一个星期吧
[05:59:51] 哦
[05:59:52] 在纠结什么
[05:59:53] 啊
[05:59:54] 就是说到底应不应该去去创业
[05:59:55] 去做这件事情
[05:59:56] 嗯
[05:59:57] 那你觉得这个问题
[06:00:09] 你觉得自己是在做这件事
[06:00:10] 啊
[06:00:11] 到底应不应该跟样做这件事
[06:00:12] 嗯
[06:00:13] 啊
[06:00:14] 然后或者说是不是去去寻求一些新的机会
[06:00:15] 嗯
[06:00:16] 对吧
[06:00:17] 然后后来
[06:00:18] 但我没有纠结很久
[06:00:19] 但我觉得
[06:00:21] 给一个样用他的魔力
[06:00:22] 对
[06:00:23] 我跟大家说其实跟样说话有点像
[06:00:26] 他有点像跟你
[06:00:27] 就就就就是casting spells
[06:00:29] 就是就哈利波特一样给你诗一些咒语
[06:00:32] 嗯
[06:00:33] 说一说一些话
[06:00:34] 然后你就你就你就你就不会想其他的了
[06:00:37] 嗯
[06:00:38] 他对你施了什么咒语
[06:00:40] 没有
[06:00:41] 他只是讲了他的愿景
[06:00:42] 然后他只是讲了
[06:00:43] 为什么这是一个更好的选择
[06:00:45] 对于我是一个更好的选择
[06:00:47] 对这个公司也是一个更好的选择
[06:00:49] 为什么在这里
[06:00:50] 我可以有足够多的agency跟autonomy
[06:00:52] 就是所谓的自主决断的这种能力
[06:00:55] 然后去打造一个team
[06:00:58] 然后去帮我们去设计这一套
[06:01:00] 一整套的这种执行的这种roadmap
[06:01:02] 我也非常非常grateful
[06:01:05] 非常感激一样能够给我这样的信任
[06:01:08] 但我们公司有好几个其他的可放点
[06:01:10] 大家人都非常非常好
[06:01:12] 一共有六个可放点
[06:01:13] 这么多
[06:01:14] 是的
[06:01:15] 还有一个CEO
[06:01:20] 然后还有一个VP of world model
[06:01:26] 现在暂时的他就叫做CRIO
[06:01:29] 他也是一个中国人
[06:01:31] 他叫Pascal
[06:01:32] 这是什么职位
[06:01:35] 更多的是某种介于
[06:01:38] research
[06:01:39] 纯粹research跟product中间的这种alignment层的这样一个角色
[06:01:43] 是负责我们的innovation的
[06:01:45] 他也之前有很多的创业的经历
[06:01:47] 然后我们的VP of world model
[06:01:50] 就是JAPA team当初的这个director Mike
[06:01:56] 然后CEO是当初Meta的整个南欧区的VP
[06:02:01] 大概是这样一个组合
[06:02:03] 所以完全不是一个纯research背景的组合
[06:02:06] 嗯
[06:02:08] ,我们会去探索2C的产品吗?
